Title,Date Of Issue,Link,Code,PDF Link,PDF Filename,S3 URL,Extraction Timestamp,Update Timestamp,Verification Timestamp
Exim Bank's Government of India supported Line of Credit of USD 150 million to the Government of the Republic of Ghana,"Jun 13, 2019",https://website.rbi.org.in/web/rbi/-/notifications/exim-bank-s-government-of-india-supported-line-of-credit-of-usd-150-million-to-the-government-of-the-republic-of-ghana-11590,"RBI/2018-19/212 A.P. (DIR Series) Circular No.35 June 13, 2019 All Category – I Authorised Dealer Banks Madam/Sir Exim Bank's Government of India supported Line of Credit of USD 150 million to the Government of the Republic of Ghana Export-Import Bank of India (Exim Bank) has entered into an agreement dated",https://website.rbi.org.in/documents/87730/39710850/NT212dbf72744fa9144bbba6813d89a67ee56.pdf,RBI_2018-19_212_A_P_DIR_Series_Circular_No_35_June_13_2019_All_Category_I_Authorised_Dealer_Banks_Ma_20250107233708.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_212_A_P_DIR_Series_Circular_No_35_June_13_2019_All_Category_I_Authorised_Dealer_Banks_Ma_20250107233708.pdf,2025-01-07 23:37:08,2025-01-07 23:37:08,2025-01-07 23:37:08
Exim Bank's Government of India supported Line of Credit of USD 95 million to the Government of the Republic of Mozambique,"Jun 13, 2019",https://website.rbi.org.in/web/rbi/-/notifications/exim-bank-s-government-of-india-supported-line-of-credit-of-usd-95-million-to-the-government-of-the-republic-of-mozambique-11591,RBI/2018-19/213 A.P. (DIR Series) Circular No.36,https://website.rbi.org.in/documents/87730/39710850/NT21396439cfe26e147be9b9d11fba397768b.pdf,RBI_2018-19_213_A_P_DIR_Series_Circular_No_36_20250107233710.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_213_A_P_DIR_Series_Circular_No_36_20250107233710.pdf,2025-01-07 23:37:10,2025-01-07 23:37:10,2025-01-07 23:37:10
Scheme for Reimbursement of MDR- withdrawal of RBI circulars,"Jun 13, 2019",https://website.rbi.org.in/web/rbi/-/notifications/scheme-for-reimbursement-of-mdr-withdrawal-of-rbi-circulars-11588,"RBI/2018-19/210 DGBA.GBD.No.3089/43.33.001/2018-19 June 13, 2019 To All Acquiring Banks of Debit Card/ BHIM UPI/ BHIM Aadhaar Pay transactions Dear Sir Scheme for Reimbursement of MDR- withdrawal of RBI circulars Please refer to our following instructions on the MDR reimbursement schemes: Circular no. RBI/2016-17/228 DGBA.GAD.No.2128/44.02.001/2016-17 dated",https://website.rbi.org.in/documents/87730/39710850/NT2104059bf0afa1d48d58fe249c39efb7aa6.pdf,RBI_2018-19_210_DGBA_GBD_No_3089_43_33_001_2018-19_June_13_2019_To_All_Acquiring_Banks_of_Debit_Card_20250107233711.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_210_DGBA_GBD_No_3089_43_33_001_2018-19_June_13_2019_To_All_Acquiring_Banks_of_Debit_Card_20250107233711.pdf,2025-01-07 23:37:11,2025-01-07 23:37:11,2025-01-07 23:37:11
"Inclusion in the Second Schedule to the Reserve Bank of India Act, 1934 - Delhi State Co-operative Bank Ltd., Delhi","Jun 13, 2019",https://website.rbi.org.in/web/rbi/-/notifications/inclusion-in-the-second-schedule-to-the-reserve-bank-of-india-act-1934-delhi-state-co-operative-bank-ltd.-delhi-11589,"RBI/2018-19/211 DCBR.RCBD.BC.No.11/19.51.025/2018-19 Jyeshtha 12, 1941",https://website.rbi.org.in/documents/87730/39710850/NT2110fab978b9a8a44b69d586e4436b55799.pdf,RBI_2018-19_211_DCBR_RCBD_BC_No_11_19_51_025_2018-19_Jyeshtha_12_1941_20250107233728.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_211_DCBR_RCBD_BC_No_11_19_51_025_2018-19_Jyeshtha_12_1941_20250107233728.pdf,2025-01-07 23:37:28,2025-01-07 23:37:28,2025-01-07 23:37:28
Directions for Central Counterparties (CCPs),"Jun 12, 2019",https://website.rbi.org.in/web/rbi/-/notifications/directions-for-central-counterparties-ccps-11587,RBI/2018-2019/209 DPSS.CO.OD No.2565/06.08.005/2018-2019,https://website.rbi.org.in/documents/87730/39710850/209CCP481a3ce844fe4b1099f5e7406d3521fa.pdf,RBI_2018-2019_209_DPSS_CO_OD_No_2565_06_08_005_2018-2019_20250107233729.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-2019_209_DPSS_CO_OD_No_2565_06_08_005_2018-2019_20250107233729.pdf,2025-01-07 23:37:29,2025-01-07 23:37:29,2025-01-07 23:37:29
National Electronic Funds Transfer (NEFT) and Real Time Gross Settlement (RTGS) systems - Waiver of charges,"Jun 11, 2019",https://website.rbi.org.in/web/rbi/-/notifications/national-electronic-funds-transfer-neft-and-real-time-gross-settlement-rtgs-systems-waiver-of-charges-11586,RBI/2018-2019/208 DPSS (CO) RPPD No.2557/04.03.01/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT2081aaf195df07b44e1a103ff512204578d.pdf,RBI_2018-2019_208_DPSS_CO_RPPD_No_2557_04_03_01_2018-19_20250107233735.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-2019_208_DPSS_CO_RPPD_No_2557_04_03_01_2018-19_20250107233735.pdf,2025-01-07 23:37:35,2025-01-07 23:37:35,2025-01-07 23:37:35
Auction of Government of India Dated Securities,"Jun 10, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11585,RBI/2018-19/207 Ref.No.IDMD/3539/08.02.032/2018-19,https://website.rbi.org.in/documents/87730/39710850/NOTI20735d4364d09754e0b96382969b9963b3f.pdf,RBI_2018-19_207_Ref_No_IDMD_3539_08_02_032_2018-19_20250107233738.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_207_Ref_No_IDMD_3539_08_02_032_2018-19_20250107233738.pdf,2025-01-07 23:37:38,2025-01-07 23:37:38,2025-01-07 23:37:38
Auction for Sale (re-issue) of Government Stock (GS),"Jun 10, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11584,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/NOTI5b79a48f79cf414f83d0fca9d6d346cd.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233739.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233739.pdf,2025-01-07 23:37:39,2025-01-07 23:37:39,2025-01-07 23:37:39
Financial Inclusion- Access to Banking Services - Basic Savings Bank Deposit Account (BSBDA),"Jun 10, 2019",https://website.rbi.org.in/web/rbi/-/notifications/financial-inclusion-access-to-banking-services-basic-savings-bank-deposit-account-bsbda-11583,RBI/2018-19/206 DBR.LEG.BC.No.47/09.07.005/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT206b907c2cdea744542826a19d64d360a27.pdf,RBI_2018-19_206_DBR_LEG_BC_No_47_09_07_005_2018-19_20250107233741.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_206_DBR_LEG_BC_No_47_09_07_005_2018-19_20250107233741.pdf,2025-01-07 23:37:41,2025-01-07 23:37:41,2025-01-07 23:37:41
Sale of Securities held in Held to Maturity (HTM) Category - Accounting treatment,"Jun 10, 2019",https://website.rbi.org.in/web/rbi/-/notifications/sale-of-securities-held-in-held-to-maturity-htm-category-accounting-treatment-11582,RBI/2018-19/205 DCBR.BPD.(PCB) Cir.No.10/16.20.000/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT205c7cc29e3b2724942a106db0784d985bb.pdf,RBI_2018-19_205_DCBR_BPD_PCB_Cir_No_10_16_20_000_2018-19_20250107233743.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_205_DCBR_BPD_PCB_Cir_No_10_16_20_000_2018-19_20250107233743.pdf,2025-01-07 23:37:43,2025-01-07 23:37:43,2025-01-07 23:37:43
"Prudential Norms for Classification, Valuation and Operation of Investment Portfolio by Banks - Sale of investments held under Held to Maturity (HTM) category","Jun 10, 2019",https://website.rbi.org.in/web/rbi/-/notifications/prudential-norms-for-classification-valuation-and-operation-of-investment-portfolio-by-banks-sale-of-investments-held-under-held-to-maturity-htm-category-11581,RBI/2018-19/204 DBR.No.BP.BC.46/21.04.141/2018-19,https://website.rbi.org.in/documents/87730/103411481/NT204940b300f3a4d44c8ac0c8edffd4a54b6.pdf,RBI_2018-19_204_DBR_No_BP_BC_46_21_04_141_2018-19_20250107233744.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_204_DBR_No_BP_BC_46_21_04_141_2018-19_20250107233744.pdf,2025-01-07 23:37:44,2025-01-07 23:37:44,2025-01-07 23:37:44
Prudential Framework for Resolution of Stressed Assets,"Jun 07, 2019",https://website.rbi.org.in/web/rbi/-/notifications/prudential-framework-for-resolution-of-stressed-assets-11580,RBI/2018-19/203 DBR.No.BP.BC.45/21.04.048/2018-19,https://website.rbi.org.in/documents/87730/39710850/Prudentialb20da810f3e148b099c113c2457fbf8c.pdf,RBI_2018-19_203_DBR_No_BP_BC_45_21_04_048_2018-19_20250107233751.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_203_DBR_No_BP_BC_45_21_04_048_2018-19_20250107233751.pdf,2025-01-07 23:37:51,2025-01-07 23:37:51,2025-01-07 23:37:51
"Inclusion of “Fincare Small Finance Bank Limited” in the Second Schedule of the Reserve Bank of India Act, 1934","Jun 06, 2019",https://website.rbi.org.in/web/rbi/-/notifications/inclusion-of-fincare-small-finance-bank-limited-in-the-second-schedule-of-the-reserve-bank-of-india-act-1934-11578,"RBI/2018-19/201 DBR.No.Ret.BC.41/12.06.159/2018-19 June 06, 2019 All Scheduled Commercial Banks Dear Sir/Madam, Inclusion of “Fincare Small Finance Bank Limited” in the Second Schedule of the Reserve Bank of India Act, 1934 We advise that the “Fincare Small Finance Bank Limited” has been included in the Second Schedule to the Reserve Bank of India Act, 1934 vide Notification DBR.NBD.(SFB-Fincare).No.8140/16.13.216/2018-19 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI2017533f9bb4df8438a9a449e881f190a8c.pdf,RBI_2018-19_201_DBR_No_Ret_BC_41_12_06_159_2018-19_June_06_2019_All_Scheduled_Commercial_Banks_Dear__20250107233754.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_201_DBR_No_Ret_BC_41_12_06_159_2018-19_June_06_2019_All_Scheduled_Commercial_Banks_Dear__20250107233754.pdf,2025-01-07 23:37:54,2025-01-07 23:37:54,2025-01-07 23:37:54
"Inclusion of “Kookmin Bank” in the Second Schedule of the Reserve Bank of India Act, 1934","Jun 06, 2019",https://website.rbi.org.in/web/rbi/-/notifications/inclusion-of-kookmin-bank-in-the-second-schedule-of-the-reserve-bank-of-india-act-1934-11579,"RBI/2018-19/202 DBR.No.Ret.BC.42/12.06.154/2018-19 June 06, 2019 All Scheduled Commercial Banks Dear Sir/Madam, Inclusion of “Kookmin Bank” in the Second Schedule of the Reserve Bank of India Act, 1934 We advise that the “Kookmin Bank” has been included in the Second Schedule to the Reserve Bank of India Act, 1934 vide Notification DBR.IBD.No.8391/23.13.157/2018-19 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI202283da433ab524ba7aaf19e47e9aa758a.pdf,RBI_2018-19_202_DBR_No_Ret_BC_42_12_06_154_2018-19_June_06_2019_All_Scheduled_Commercial_Banks_Dear__20250107233816.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_202_DBR_No_Ret_BC_42_12_06_154_2018-19_June_06_2019_All_Scheduled_Commercial_Banks_Dear__20250107233816.pdf,2025-01-07 23:38:16,2025-01-07 23:38:16,2025-01-07 23:38:16
Standing Liquidity Facility for Primary Dealers,"Jun 06, 2019",https://website.rbi.org.in/web/rbi/-/notifications/standing-liquidity-facility-for-primary-dealers-11577,RBI/2018-19/200 REF.No.MPD.BC.387/07.01.279/2018-19,https://website.rbi.org.in/documents/87730/39710850/NOTI20051bcc7029a5c4ffaaed249e694d7ad26.pdf,RBI_2018-19_200_REF_No_MPD_BC_387_07_01_279_2018-19_20250107233818.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_200_REF_No_MPD_BC_387_07_01_279_2018-19_20250107233818.pdf,2025-01-07 23:38:18,2025-01-07 23:38:18,2025-01-07 23:38:18
Change in Bank Rate,"Jun 06, 2019",https://website.rbi.org.in/web/rbi/-/notifications/change-in-bank-rate-11576,"RBI/2018-19/199 DBR.No.Ret.BC.44/12.01.001/2018-19 June 06, 2019 The Chairperson / CEOs of all Scheduled and Non Scheduled Banks Dear Sir / Madam, Change in Bank Rate Please refer to our circular DBR.No.Ret.BC.33/12.01.001/2018-19 dated",https://website.rbi.org.in/documents/87730/39710850/NT199ebe4d1c214a84115a8daa9916f8064b4.pdf,RBI_2018-19_199_DBR_No_Ret_BC_44_12_01_001_2018-19_June_06_2019_The_Chairperson_CEOs_of_all_Schedule_20250107233820.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_199_DBR_No_Ret_BC_44_12_01_001_2018-19_June_06_2019_The_Chairperson_CEOs_of_all_Schedule_20250107233820.pdf,2025-01-07 23:38:20,2025-01-07 23:38:20,2025-01-07 23:38:20
Liquidity Adjustment Facility - Repo and Reverse Repo Rates,"Jun 06, 2019",https://website.rbi.org.in/web/rbi/-/notifications/liquidity-adjustment-facility-repo-and-reverse-repo-rates-11574,RBI/2018-2019/197 FMOD.MAOG.No.132/01.01.001/2018-19,https://website.rbi.org.in/documents/87730/39710850/NOTI197f05f88395f0b4c32a11fa99e0f5e69e9.pdf,RBI_2018-2019_197_FMOD_MAOG_No_132_01_01_001_2018-19_20250107233822.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-2019_197_FMOD_MAOG_No_132_01_01_001_2018-19_20250107233822.pdf,2025-01-07 23:38:22,2025-01-07 23:38:22,2025-01-07 23:38:22
Marginal Standing Facility,"Jun 06, 2019",https://website.rbi.org.in/web/rbi/-/notifications/marginal-standing-facility-11575,RBI/2018-2019/198 FMOD.MAOG. No.133/01.18.001/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT1984d2a3c777bbb41468897132a0ee6b6fc.pdf,RBI_2018-2019_198_FMOD_MAOG_No_133_01_18_001_2018-19_20250107233823.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-2019_198_FMOD_MAOG_No_133_01_18_001_2018-19_20250107233823.pdf,2025-01-07 23:38:23,2025-01-07 23:38:23,2025-01-07 23:38:23
Large Exposures Framework,"Jun 03, 2019",https://website.rbi.org.in/web/rbi/-/notifications/large-exposures-framework-11573,"RBI/2018-19/196 DBR.No.BP.BC.43/21.01.003/2018-19 June 03, 2019 All Scheduled Commercial Banks (Excluding Regional Rural Banks) Dear Sir/Madam, Large Exposures Framework Please refer to the instructions contained in circulars DBR.No.BP.BC.43/21.01.003/2016-17 dated December 01, 2016 and DBR.No.BP.BC.31/21.01.003/2018-19 dated",https://website.rbi.org.in/documents/87730/39710850/NOTI196099c6b756edb4c2aaeec2ee45bcca122.pdf,RBI_2018-19_196_DBR_No_BP_BC_43_21_01_003_2018-19_June_03_2019_All_Scheduled_Commercial_Banks_Exclud_20250107233825.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_196_DBR_No_BP_BC_43_21_01_003_2018-19_June_03_2019_All_Scheduled_Commercial_Banks_Exclud_20250107233825.pdf,2025-01-07 23:38:25,2025-01-07 23:38:25,2025-01-07 23:38:25
Auction of Government of India Dated Securities,"Jun 03, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-of-government-of-india-dated-securities-11572,RBI/2018-19/195 Ref.No.IDMD/3422/08.02.032/2018-19,https://website.rbi.org.in/documents/87730/39710850/NOTI195632bd3f52a704f35b354b980b56f00d2.pdf,RBI_2018-19_195_Ref_No_IDMD_3422_08_02_032_2018-19_20250107233828.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_195_Ref_No_IDMD_3422_08_02_032_2018-19_20250107233828.pdf,2025-01-07 23:38:28,2025-01-07 23:38:28,2025-01-07 23:38:28
Auction for Sale (re-issue) of Government Stock (GS),"Jun 03, 2019",https://website.rbi.org.in/web/rbi/-/notifications/auction-for-sale-re-issue-of-government-stock-gs-11571,"Government of India Ministry of Finance Department of Economic Affairs Budget Division New Delhi, dated",https://website.rbi.org.in/documents/87730/39710850/MSN003062019674e418f242340d8847c9c7976e5482b.pdf,Government_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233832.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsGovernment_of_India_Ministry_of_Finance_Department_of_Economic_Affairs_Budget_Division_New_Delhi_dat_20250107233832.pdf,2025-01-07 23:38:32,2025-01-07 23:38:32,2025-01-07 23:38:32
Rationalisation of Branch Authorisation Policy- Revision of Guidelines,"May 31, 2019",https://website.rbi.org.in/web/rbi/-/notifications/rationalisation-of-branch-authorisation-policy-revision-of-guidelines-11570,RBI/2018-19/194 DBR.RRB.BL.BC.No.40/31.01.002/2018-19,https://website.rbi.org.in/documents/87730/39710850/NOTI19438d758beddeb4cd9b696d13d93ecc2d3.pdf,RBI_2018-19_194_DBR_RRB_BL_BC_No_40_31_01_002_2018-19_20250107233833.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_194_DBR_RRB_BL_BC_No_40_31_01_002_2018-19_20250107233833.pdf,2025-01-07 23:38:33,2025-01-07 23:38:33,2025-01-07 23:38:33
Sovereign Gold Bond Scheme (SGB) 2019-20- Series I/II/III/IV,"May 30, 2019",https://website.rbi.org.in/web/rbi/-/notifications/sovereign-gold-bond-scheme-sgb-2019-20-series-i-ii-iii-iv-11568,RBI/2018-19/192 IDMD.CDD.No.3392/14.04.050/2018-19,https://website.rbi.org.in/documents/87730/39710850/NT192db7a77d179614e22a546516be0dbbf32.pdf,RBI_2018-19_192_IDMD_CDD_No_3392_14_04_050_2018-19_20250107233843.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_192_IDMD_CDD_No_3392_14_04_050_2018-19_20250107233843.pdf,2025-01-07 23:38:43,2025-01-07 23:38:43,2025-01-07 23:38:43
Sovereign Gold Bond Scheme 2019-20 - Series I/II/III/IV - Operational Guidelines,"May 30, 2019",https://website.rbi.org.in/web/rbi/-/notifications/sovereign-gold-bond-scheme-2019-20-series-i-ii-iii-iv-operational-guidelines-11569,RBI/2018-19/193 IDMD.CDD.No.3391/14.04.050/2018-19,https://website.rbi.org.in/documents/87730/39710850/NOTI193b64fbc09222c4775903d474c486420d2.pdf,RBI_2018-19_193_IDMD_CDD_No_3391_14_04_050_2018-19_20250107233902.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_193_IDMD_CDD_No_3391_14_04_050_2018-19_20250107233902.pdf,2025-01-07 23:39:02,2025-01-07 23:39:02,2025-01-07 23:39:02
Extension of relaxation on the guidelines to NBFCs on securitisation transactions,"May 29, 2019",https://website.rbi.org.in/web/rbi/-/notifications/extension-of-relaxation-on-the-guidelines-to-nbfcs-on-securitisation-transactions-11567,RBI/2018-19/191DNBR (PD) CC. No. 100/03.10.001/2018-19,https://website.rbi.org.in/documents/87730/39710850/191MHPdba7f933c5ee4022a31c7c9efcae00cd.pdf,RBI_2018-19_191DNBR_PD_CC_No_100_03_10_001_2018-19_20250107233904.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_191DNBR_PD_CC_No_100_03_10_001_2018-19_20250107233904.pdf,2025-01-07 23:39:04,2025-01-07 23:39:04,2025-01-07 23:39:04
Amendment to Master Direction (MD) on KYC,"May 29, 2019",https://website.rbi.org.in/web/rbi/-/notifications/amendment-to-master-direction-md-on-kyc-11565,"RBI/2018-19/190DBR.AML.BC.No.39/14.01.001/2018-19 May 29, 2019 The Chairpersons/ CEOs of all the Regulated Entities Dear Sir/Madam, Amendment to Master Direction (MD) on KYC Government of India, vide Gazette Notification G.S.R. 108(E) dated",https://website.rbi.org.in/documents/87730/39710850/NOTI190b865ec9e06464105a4a9318119a7455b.pdf,RBI_2018-19_190DBR_AML_BC_No_39_14_01_001_2018-19_May_29_2019_The_Chairpersons_CEOs_of_all_the_Regul_20250107233910.pdf,https://rbi-docs-storage.s3.amazonaws.com/NotificationsRBI_2018-19_190DBR_AML_BC_No_39_14_01_001_2018-19_May_29_2019_The_Chairpersons_CEOs_of_all_the_Regul_20250107233910.pdf,2025-01-07 23:39:10,2025-01-07 23:39:10,2025-01-07 23:39:10
